Time,tp_jmeter
2023-05-26 16:41:00,81.47710925925924
2023-05-26 16:42:00,148.33986948180257
2023-05-26 16:43:00,232.22167741559934
2023-05-26 16:44:00,350.122112157298
2023-05-26 16:45:00,443.96560423673793
2023-05-26 16:46:00,608.1423209162427
2023-05-26 16:47:00,770.103382317527
2023-05-26 16:48:00,901.3866600482586
2023-05-26 16:49:00,961.9310890949365
2023-05-26 16:50:00,975.1740424519046
2023-05-26 16:51:00,1284.725864204619
2023-05-26 16:52:00,1428.9551708027732
2023-05-26 16:53:00,1460.8604498683494
2023-05-26 16:54:00,1439.606412583587
2023-05-26 16:55:00,1510.2177056132077
2023-05-26 16:56:00,1552.8041995234744
2023-05-26 16:57:00,1511.110135549782
2023-05-26 16:58:00,1441.608298303614
2023-05-26 16:59:00,1353.45070229284
2023-05-26 17:00:00,1226.9269488739938
2023-05-26 17:01:00,1073.6443505348147
2023-05-26 17:02:00,944.3917476903353
2023-05-26 17:03:00,794.8098346354852
2023-05-26 17:04:00,637.5312487739997
2023-05-26 17:05:00,485.5295143683248
2023-05-26 17:06:00,352.86879413753167
2023-05-26 17:07:00,237.97746336352282
2023-05-26 17:08:00,163.53357985803322
2023-05-26 17:09:00,115.0306216598968
2023-05-26 17:10:00,96.03291265774538
2023-05-26 17:11:00,104.18263377318799
2023-05-26 17:12:00,166.18060863837815
2023-05-26 17:13:00,248.20958636452684
2023-05-26 17:14:00,336.0663864687842
2023-05-26 17:15:00,459.637456633479
2023-05-26 17:16:00,603.1184102902688
2023-05-26 17:17:00,768.7967551141157
2023-05-26 17:18:00,931.2912588222486
2023-05-26 17:19:00,1050.9054625425201
2023-05-26 17:20:00,1153.2499757590833
2023-05-26 17:21:00,1358.450822811659
2023-05-26 17:22:00,1457.4217063053497
2023-05-26 17:23:00,1512.612081529219
2023-05-26 17:24:00,1531.6398841140663
2023-05-26 17:25:00,1558.0982218324848
2023-05-26 17:26:00,1460.0335794982448
2023-05-26 17:27:00,1526.6936472850969
2023-05-26 17:28:00,1453.1289254575875
2023-05-26 17:29:00,1367.5125798036663
2023-05-26 17:30:00,1249.1987575493704
2023-05-26 17:31:00,1104.6012660137567
2023-05-26 17:32:00,941.6527134755573
2023-05-26 17:33:00,788.7675169487068
2023-05-26 17:34:00,625.1047068842607
2023-05-26 17:35:00,483.02642821259934
2023-05-26 17:36:00,354.2135117911327
2023-05-26 17:37:00,243.1589357838986
2023-05-26 17:38:00,166.62225757887467
2023-05-26 17:39:00,113.44226446042434
2023-05-26 17:40:00,97.4823124398961
2023-05-26 17:41:00,114.15671930294607
2023-05-26 17:42:00,160.9040927410191
2023-05-26 17:43:00,238.8997831672782
2023-05-26 17:44:00,342.0552918957194
2023-05-26 17:45:00,465.1192634269958
2023-05-26 17:46:00,583.4237874438433
2023-05-26 17:47:00,758.8795922103727
2023-05-26 17:48:00,921.6119412428891
2023-05-26 17:49:00,1074.082151237802
2023-05-26 17:50:00,1223.913935504809
2023-05-26 17:51:00,1254.7708344457044
2023-05-26 17:52:00,1414.831758790123
2023-05-26 17:53:00,1524.9382122483612
2023-05-26 17:54:00,1549.2071049009717
2023-05-26 17:55:00,1551.9331257465647
2023-05-26 17:56:00,1568.4133102885148
2023-05-26 17:57:00,1515.5440773699877
2023-05-26 17:58:00,1472.8487964225512
2023-05-26 17:59:00,1365.856951401747
2023-05-26 18:00:00,1239.5341408429138
2023-05-26 18:01:00,1101.278632620937
2023-05-26 18:02:00,939.9328318653224
2023-05-26 18:03:00,792.7213403791471
2023-05-26 18:04:00,643.0460545277089
2023-05-26 18:05:00,489.4000729938649
2023-05-26 18:06:00,358.17362805184376
2023-05-26 18:07:00,248.81136146236514
2023-05-26 18:08:00,165.81663349488633
2023-05-26 18:09:00,111.10102669052486
2023-05-26 18:10:00,96.03110373517437
2023-05-26 18:11:00,116.7715853160649
2023-05-26 18:12:00,152.23894315983532
2023-05-26 18:13:00,231.90313329792886
2023-05-26 18:14:00,354.29862923996745
2023-05-26 18:15:00,477.17967033948446
2023-05-26 18:16:00,615.0852470898939
2023-05-26 18:17:00,749.5011894076763
2023-05-26 18:18:00,926.4789588207432
2023-05-26 18:19:00,1081.5279162893205
2023-05-26 18:20:00,1226.482440127413
